organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Positive Results _L&D HV02-12,MOH 731 Positive Results_ANC HV02-11,MOH 731 Positive Results_PNC<=6wks HV02-13,MOH 731 Positive_Total (Sum HV01-18 to HV01-25) HV01-26,burden_category
qb3sIWTdr3V,Bwaliro Dispensary,15840,,0.0,0.0,0.0,1.0,Low/Moderate
wd25QXppWr2,Bware Health Center,13519,,0.0,1.0,0.0,2.0,Low/Moderate
MtbnFaSdyBA,Bwayi Dispensary,19756,,0.0,1.0,0.0,2.0,Low/Moderate
A0Ln8q092qB,Bwiti Dispensary,17894,Dispensary,0.0,0.0,0.0,1.0,Low/Moderate
Ch9QLIX4Lv4,Cana Family Life Clinic,12889,,0.0,0.0,0.0,3.0,Low/Moderate
xGTmFl5kZ79,Capital Memorial Nursing Home (Kathonzweni),21888,Nursing Home,0.0,0.0,0.0,1.0,Low/Moderate
g7eN5E9RN1V,Captain Dispensary,22541,,0.0,0.0,0.0,1.0,Low/Moderate
lVg2rhGE5yL,Care Hospital,12865,,0.0,0.0,0.0,1.0,Low/Moderate
GsgjuCbw1LE,Cargo Human Care Clinic,18006,,0.0,1.0,0.0,8.0,High
NzJeaH2EdPm,Cas Care Clinic,26608,,0.0,0.0,0.0,1.0,Low/Moderate
o5gKwnxxShA,Cascade of Hope Health Care,25152,Along kagundo Road Chokaa Estae,0.0,0.0,0.0,4.0,Low/Moderate
HOvK1bxRsNF,Catholic Hospital Wamba,15769,,0.0,0.0,0.0,2.0,Low/Moderate
tvYS6hl4l6l,Cdc Ganjoni Dispensary,11273,,0.0,2.0,0.0,16.0,Very High
ErjXQGIV8nQ,Cedar Medical Clinic (Kimana),14281,,0.0,0.0,0.0,3.0,Low/Moderate
pFvQUXCB8PC,Centre Medical Clinic,20154,,0.0,0.0,0.0,2.0,Low/Moderate
R1GbvBvppCu,CFK Tabitha Maternity Home,26332,,1.0,1.0,0.0,3.0,Low/Moderate
DrRI1gAgp5i,CFW Mwea Clinic,19841,Private Medical Clinic,0.0,0.0,0.0,1.0,Low/Moderate
ZeHU0vtmrVW,Chaani Catholic Dispensary,23285,,0.0,0.0,0.0,1.0,Low/Moderate
YoVeKFPle8w,Chalani Dispensary,16191,,0.0,0.0,0.0,1.0,Low/Moderate
yz82FAm3ygB,Challa Dispensary,11278,,0.0,0.0,0.0,2.0,Low/Moderate
pyG9z3VbFRG,Chamalo Medical Clinic,11845,,0.0,0.0,0.0,2.0,Low/Moderate
RUBAdXhzucO,Chamuka Dispensary,18782,,0.0,0.0,0.0,5.0,Low/Moderate
CckiDj0RzXx,Chandaria Health Centre,12893,,0.0,1.0,0.0,16.0,Very High
ZCo6FKCwUZq,Changara GK Health Centre,16421,,0.0,1.0,0.0,7.0,High
KoDV7MBGAgP,Chanzou Dispensary,23312,Along samburu silaloni road,0.0,1.0,0.0,1.0,Low/Moderate
oGBXTwGNwBb,Chasimba Health Centre,11282,,0.0,0.0,0.0,2.0,Low/Moderate
Va4NxnOtD4e,Chebangang Health Centre,14289,,0.0,3.0,0.0,11.0,High
er2SyaJrrSG,Chebango Dispensary,14290,,0.0,0.0,0.0,1.0,Low/Moderate
OZbL7oZvsP2,Chebewor Dispensary,14293,,0.0,0.0,0.0,1.0,Low/Moderate
j0iEelzUyJn,Chebilat Dispensary,14295,,0.0,1.0,0.0,4.0,Low/Moderate
diQrdijS870,Chebirbelek Dispensary,14297,,0.0,0.0,0.0,1.0,Low/Moderate
Qru9Hf4lWWT,Cheboin Dispensary,18236,,0.0,1.0,0.0,2.0,Low/Moderate
V66NbajJmrV,Cheboin Dispensary (Bomet),21297,Nearest to Cheboin Sec School.,0.0,0.0,1.0,1.0,Low/Moderate
aGrAKl9Waxs,Chebole dispensary,27122,,0.0,1.0,0.0,2.0,Low/Moderate
CPOeads0AI4,Cheborgei Health Centre,14300,,0.0,2.0,0.0,10.0,High
rfC2H5qMeuz,Chebukutumi Health Centre,22003,,0.0,0.0,0.0,3.0,Low/Moderate
naqL6xOyGpS,Chebukwabi Dispensary,20159,,0.0,0.0,0.0,1.0,Low/Moderate
E30aVzHdBRU,Chebunyo Dispensary,14304,,0.0,2.0,0.0,10.0,High
JTL8OVhlUqF,Chebwai Mission Dispensary,15849,,0.0,1.0,0.0,1.0,Low/Moderate
zu8KAkgSsmi,Chebwek Dispensary,30817,,0.0,0.0,0.0,1.0,Low/Moderate
LJ5JNqUKr2k,Chegulo Dispensary,15850,,0.0,0.0,0.0,2.0,Low/Moderate
OrqFPIo38Qk,Cheindoi Dispensary,14307,,0.0,1.0,0.0,3.0,Low/Moderate
Ci1bld843vy,Chekalini Health Centre,15851,,0.0,1.0,0.0,3.0,Low/Moderate
EueqDDu3dsP,Chelilis Dispensary,14309,,0.0,1.0,0.0,1.0,Low/Moderate
XSAZktTODe0,Chelymo Hospital,21289,Within Silibwet market,2.0,0.0,0.0,4.0,Low/Moderate
lbpglStu7o6,Chemaner Health Centre (Bomet),14311,,0.0,1.0,0.0,6.0,High
BRqSWipcO7v,Chemase Health Centre,14315,,0.0,0.0,0.0,2.0,Low/Moderate
FPciMnyiq0d,Chemelil Dispensary,14318,,0.0,0.0,0.0,1.0,Low/Moderate
vVYa9Lb6bZ5,Chemelil Health Centre (Muhoroni),13521,,0.0,1.0,0.0,3.0,Low/Moderate
PeEVPAKDbaC,Chemelil Sugar Health Centre,13522,,0.0,0.0,0.0,1.0,Low/Moderate
vjbH3l4l2f3,Chemokonja Dispensary,17636,,0.0,0.0,0.0,1.0,Low/Moderate
hqPkw34FUAM,Chemosot Health Centre,14323,,0.0,3.0,0.0,12.0,Very High
DBQxofmfEkm,Chemundu Dispensary,14324,,0.0,3.0,0.0,4.0,Low/Moderate
wUXWulTelXv,Chemuswo Dispensary,14326,,0.0,0.0,0.0,2.0,Low/Moderate
jkmJn5wPZ9T,Chemwa Bridge Dispensary,18563,,0.0,1.0,0.0,7.0,High
w2kedceJwpf,Chepareria Sub County Hospital,14330,,0.0,3.0,1.0,7.0,High
atDYGSWmahs,Chepchabas Health Centre,14331,,0.0,0.0,0.0,6.0,High
ZXeCbiargkA,Chepchoina Dispensary,14332,,0.0,1.0,0.0,10.0,High
FkEyLhnpwOY,Chepilat Medical Centre,16869,,0.0,0.0,0.0,1.0,Low/Moderate
BUA0kgHEKGL,Chepkemel Health Centre (Kericho),14338,,0.0,0.0,0.0,1.0,Low/Moderate
qpHLI15nm2O,Chepkerer Dispensary,20740,,0.0,0.0,0.0,2.0,Low/Moderate
W6UzGqEOj8M,Chepkono Dispensary,20330,,0.0,0.0,0.0,1.0,Low/Moderate
OL7Nw5p8c29,Chepkosilen Dispensary,20941,,0.0,1.0,0.0,1.0,Low/Moderate
mQr9UuKUX89,Chepkube Dispensary,15854,,0.0,3.0,0.0,5.0,Low/Moderate
kgsc8NfhQtf,Chepkumia Dispensary,14348,,0.0,1.0,0.0,3.0,Low/Moderate
LLYL3dkDB2P,Chepkunyuk Dispensary,14351,,0.0,0.0,0.0,1.0,Low/Moderate
fxMTpmQn1Qs,Cheplanget Dispensary,14353,,0.0,2.0,0.0,3.0,Low/Moderate
g6jjdlzh7ju,Cheplengu Dispensary,17629,,0.0,0.0,0.0,1.0,Low/Moderate
jVfleNBXcwG,Chepngombe Health Centre,13523,,0.0,0.0,0.0,3.0,Low/Moderate
R4ov41Zg4Hw,Chepsir Dispensary,14362,,0.0,0.0,1.0,3.0,Low/Moderate
ZKK9dE79Six,Chepsiro Dispensary,14363,,0.0,0.0,0.0,3.0,Low/Moderate
TlhAVJXzwrj,Cheptabes Dispensary,14365,,0.0,1.0,0.0,1.0,Low/Moderate
qCpPJL5V2m1,Cheptais Sub County Hospital,15855,moh,0.0,2.0,0.0,6.0,High
ULWedqfO8cB,Cheptalal Sub County Hospital,14366,,0.0,0.0,0.0,6.0,High
w6mJwY7lGCo,Cheptangulgei Dispensary,17334,,0.0,0.0,0.0,1.0,Low/Moderate
G4TlNtgrGP9,Cheptantan Dispensary,19750,,0.0,1.0,0.0,0.0,Low/Moderate
wZn5GUHSpIZ,Chepterwai Sub-County Hospital,14369,,0.0,0.0,0.0,3.0,Low/Moderate
BYXiwFP8CcL,Chepterwo Dispensary,14370,,0.0,1.0,0.0,2.0,Low/Moderate
jED59CNbQmk,Cheptuech Dispensary,14374,,0.0,0.0,0.0,2.0,Low/Moderate
XnGVGDX5V6T,CHEPTULU DISPENSARY,24986,NEXT TO CHEPTULU MARKET,0.0,0.0,0.0,7.0,High
E44mD0UvY4B,Cherangany Nursing Home,14380,,0.0,0.0,0.0,2.0,Low/Moderate
xmCIA3BSudt,Cherangany Sub County Hospital,14379,,0.0,0.0,0.0,5.0,Low/Moderate
xgwRS9ihlJ0,Chesanga Dispensary,21091,Situated along Kericho -Kapsuser Road Near Kipsigis Girls .Opened in year 2015,0.0,1.0,0.0,3.0,Low/Moderate
gFHxw12vU5Y,Chesikaki Dispensary,15856,,0.0,0.0,0.0,1.0,Low/Moderate
ZUf4wJfMjH4,Chesinende Dispensary,18582,,0.0,0.0,0.0,3.0,Low/Moderate
mfEvntdmjUe,Chevoso Dispensary,15857,,0.0,2.0,0.0,3.0,Low/Moderate
lwUfSBkSOE0,Chiakariga Health Centre,11969,,0.0,0.0,0.0,4.0,Low/Moderate
TFTsjlwBeca,Chianda Dispensary (Rarieda),18564,Dispensry,0.0,1.0,0.0,6.0,High
cMV2EgW6Tza,Chief Milimu Dispensary,16144,,0.0,0.0,0.0,8.0,High
qNO02IGD3yn,Chiga Sub County Hospital,13524,,0.0,0.0,0.0,9.0,High
kUsA28Yefik,Child Doctor Kenya,19504,,0.0,0.0,0.0,5.0,Low/Moderate
D4qI2X6dXcu,Chimoi,15858,,0.0,0.0,0.0,2.0,Low/Moderate
kVVmxGZKCfA,Chinato Health Centre,13526,,1.0,0.0,0.0,2.0,Low/Moderate
xIygblk3gKy,Chitsanze Dispensary,22497,,0.0,0.0,0.0,1.0,Low/Moderate
WlzF2rt1FRJ,Chogoria Hospital Chuka Medical Center,22364,,0.0,0.0,0.0,2.0,Low/Moderate
S9Q1bx9tpZz,Chombeli Health Centre,15859,,0.0,0.0,1.0,6.0,High
ZNcMHrrWMpo,Chongewa Health Centre,31251,,0.0,1.0,0.0,4.0,Low/Moderate
Q1cLTOTQ8i7,Christamarianne Mission Hospital,13527,,0.0,2.0,0.0,15.0,Very High
BfvRU0y4Lor,CHS Kitui Central Dice,20448,Within Kitui District Hospital,0.0,0.0,0.0,4.0,Low/Moderate
AhuFQlj25k0,Chs Makindu Dice,19890,,0.0,0.0,0.0,3.0,Low/Moderate
OXqeMIqNOUe,CHS Mlolongo Dice,25229,,0.0,0.0,0.0,3.0,Low/Moderate
gFkev50QJCf,CHS Mwingi Central Dice,20203,,0.0,0.0,0.0,3.0,Low/Moderate
sD0C4mSXA4H,Chuka County Refferal Hospital,11973,,2.0,1.0,0.0,19.0,Severe
SZ5jx60nzdK,Chuka Dice,19882,,0.0,0.0,0.0,2.0,Low/Moderate
aRWvqnCMOEN,Chulaimbo County Hospital,13528,,0.0,3.0,0.0,26.0,Severe
kHW7YlR4QJy,Chuluni Health Centre,11974,,0.0,1.0,0.0,3.0,Low/Moderate
kELHw0BoPXc,Chumani Dispensary,24115,,0.0,2.0,0.0,4.0,Low/Moderate
S2nFt5STJyM,Chuowe Health centre,13529,,0.0,1.0,0.0,2.0,Low/Moderate
PjJrujKwMvY,Chuthber Health Centre,13530,,0.0,0.0,0.0,2.0,Low/Moderate
fUo2NrKCikw,Chwele Friends Dispensary,15861,,0.0,1.0,0.0,9.0,High
qZCaWe683G3,Chwele Sub County Hospital,15860,,1.0,3.0,0.0,11.0,High
jKtNJ4fwzW0,Ciagini Health Centre,10096,"VI juction/Karaba road, off Wanguru/Wamumu road",0.0,0.0,0.0,1.0,Low/Moderate
qlNkkxCbBOY,Cianda Dispensary,10097,,0.0,0.0,0.0,5.0,Low/Moderate
K0V3ql7ufV0,City Point Group of Hospitals Kajiado,24921,,0.0,0.0,0.0,1.0,Low/Moderate
ZLKeFpFXbAQ,Cmf Aitong Health Centre,14394,,0.0,1.0,0.0,4.0,Low/Moderate
z9Vb4MNREvD,Coast General Teaching and Referal Hospital-Utange Fied Hospital,31561,,0.0,0.0,0.0,3.0,Low/Moderate
WQBUBXxXVe5,Coast General Teaching and Referral Hospital,11289,,1.0,2.0,1.0,82.0,Critical
kJ5MjZkaoSP,Coast General Teaching and Referral Hospital (Chaani Outreach Centre),11274,,0.0,0.0,0.0,15.0,Very High
wi1we3OlD7A,Coast General Teaching and Referral Hospital Vikwatani Outreach Centre,25221,,0.0,2.0,0.0,6.0,High
RU75jjHO1TV,Comboni Missionary Sisters Health Program,18745,,0.0,2.0,0.0,17.0,Very High
h90pFNjfJ14,Consolata Hospital Gitoro,12044,,0.0,1.0,0.0,12.0,Very High
amP1kWytNm2,Consolata Kyeni Hospital,12413,,0.0,1.0,0.0,10.0,High
Aqw6Dbpsjk6,Consolata Mission Hospital (Mathari),10100,,0.0,0.0,0.0,11.0,High
fMexRJbQRAw,Consolata Mission Hospital Nkubu,11976,,0.0,1.0,0.0,26.0,Severe
LtGa9hWTpLy,Coptic Hospital,12905,,0.0,0.0,0.0,57.0,Critical
izA6A7pqMPN,Coptic Medical Clinic,12904,,0.0,2.0,0.0,8.0,High
oic5beVUm72,Coptic Nursing Home,15862,,0.0,0.0,0.0,16.0,Very High
Ypk9c7u9k0F,Corner Medical Clinic,16537,,0.0,0.0,0.0,1.0,Low/Moderate
QWZ7Qd8Jex1,Cornestone Baptist Clinic,18119,,0.0,0.0,0.0,2.0,Low/Moderate
fMMxisqLyA8,Cottolengo Mission Hospital,11977,,0.0,2.0,0.0,21.0,Severe
hSKpgCPZYm2,D Comboni Mission,11981,,0.0,0.0,0.0,1.0,Low/Moderate
vzn9TIgroz5,Dadaab Sub-County Hospital,13316,,0.0,0.0,0.0,1.0,Low/Moderate
eqnv3W3wuKp,Dagamra Dispensary,11297,,0.0,0.0,0.0,2.0,Low/Moderate
IDDFhT4VRj1,Dago Jonyo Dispensary,20377,Dispensary,0.0,1.0,0.0,3.0,Low/Moderate
Al6DGyCfZfo,Dago Kokore Health Centre,22806,,0.0,0.0,1.0,1.0,Low/Moderate
UtipAc6rtV6,Dagoretti Sub-County Hospital Mutuini,13105,,0.0,5.0,0.0,16.0,Very High
NXlTHAroEmk,Dallas Health Centre,11984,,0.0,0.0,0.0,3.0,Low/Moderate
VXB1OhGKsDR,Dandelion Medical Center Kilimanjaro,30619,,0.0,0.0,0.0,4.0,Low/Moderate
VV18KDaWASs,Dandelion Medical Centre,23952,dispensary,0.0,0.0,0.0,3.0,Low/Moderate
FXzBJIjcAZ5,Dandora (EDARP) Clinic,12911,,0.0,1.0,0.0,15.0,Very High
zQh2n2JcWtl,Dandora I Health Centre,12913,,0.0,4.0,0.0,16.0,Very High
DBROL4dIIzA,Dandora II Health Centre,12912,,2.0,8.0,0.0,27.0,Severe
AIYatK2Im6m,Dandora Medical Centre,18220,,0.0,0.0,0.0,3.0,Low/Moderate
H5zz9GfirZg,Danlink Health Care,24397,,0.0,0.0,0.0,2.0,Low/Moderate
sgwSyE1poux,Daraja Mungu Dispensary,29687,,0.0,0.0,0.0,2.0,Low/Moderate
WG7O02P8x4T,Dede Health Centre,13532,,0.0,0.0,0.0,8.0,High
uPXIcOKAbIW,Deliverence Church Kasarani Medical Clinic(Zimmerman),12906,,0.0,0.0,0.0,1.0,Low/Moderate
g33R8TblbUU,Diana Medical Clinic,10108,,0.0,0.0,0.0,2.0,Low/Moderate
JF0Lzx4ECtB,Diani Beach Hospital,,A long Beach RD,0.0,0.0,0.0,3.0,Low/Moderate
uhuTgMdpGDx,Diani Health Centre,11304,,0.0,2.0,0.0,13.0,Very High
tAKPrTA5jzk,DICE Clinic Karungu,19929,,0.0,0.0,0.0,1.0,Low/Moderate
WwYfrsmafhY,DICE Clinic Muhuru,19930,,0.0,0.0,0.0,9.0,High
LnVFx00BhRw,Dice icl bomet,24618,,0.0,0.0,0.0,15.0,Very High
J6Oi0at1FwL,Dice Kisii Youth Wellness Centre,31601,,0.0,0.0,0.0,1.0,Low/Moderate
yjW8519Mkn2,Dienya Health Centre,13533,,0.0,1.0,0.0,6.0,High
WP7J5im3gDh,Difathas Health Centre,10110,Difthas market-off Kimbimbi/Nairobi/Embu highway,0.0,0.0,0.0,4.0,Low/Moderate
eOulYjhT2a0,Digirikani Health Care,26733,,0.0,0.0,0.0,2.0,Low/Moderate
gFUoa0GmAlZ,Dima Mwangaza Clinic,21989,,0.0,0.0,0.0,1.0,Low/Moderate
LYR8fhhFOaQ,Diruma Dispensary,16268,,0.0,0.0,0.0,3.0,Low/Moderate
H2T8SxOU1zP,Disciples of Mercy Clinic,13534,,0.0,1.0,0.0,11.0,High
p7wCM1JfI5d,Divine Mercy Aluor Health Centre,13473,,0.0,2.0,0.0,5.0,Low/Moderate
Rre94o5TeOh,Divine Mercy Eldoro (Catholic) Dispensary,11365,,0.0,0.0,0.0,1.0,Low/Moderate
grOVPMUrDNJ,Divine Mercy Kithatu Dispensary,12351,,0.0,1.0,0.0,2.0,Low/Moderate
Lr3cD5NsM82,Doctors Worldwide Tembo Medical Centre,21174,,0.0,0.0,0.0,1.0,Low/Moderate
g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,,0.0,0.0,0.0,1.0,Low/Moderate
iQqQPaktVMP,Dolphil Nursing & Maternity Home,13535,,0.0,0.0,0.0,5.0,Low/Moderate
l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,0.0,0.0,0.0,8.0,High
rEvhUeeIBNg,Donyo Sabuk Dispensary,16432,,0.0,0.0,0.0,2.0,Low/Moderate
IT7tfsvzcMP,Donyo Sabuk Nursing Home,11988,,0.0,1.0,0.0,1.0,Low/Moderate
rGgw3l0bHEI,Dreams Center Dispensary,12929,,0.0,0.0,0.0,17.0,Very High
yEgTXDKNOGK,Drop In Service Centre,20059,,0.0,0.0,0.0,5.0,Low/Moderate
x2ByD5QP18B,Dundori Health Centre,14424,,0.0,4.0,0.0,7.0,High
J2TPkQU0gGJ,Dunga GOK Dispensary,22064,New GOK Dispensary,0.0,0.0,0.0,1.0,Low/Moderate
edVT1j1E1yC,Dungicha Dispensary,19024,,0.0,0.0,0.0,1.0,Low/Moderate
HWKmcSTRCuv,Dzikunze Dispensary,11359,Kilifi- Matano mane Dzikunze road near Dzikunze shopping centre,0.0,0.0,0.0,2.0,Low/Moderate
IFAiMjg74bu,Dzitsoni Medical Clinic,11360,,0.0,0.0,0.0,2.0,Low/Moderate
y66tzv9tspm,Eagle Health Care,21146,"Medical Clinic  Located at Palace Building 3RD floor OPP Co-op Bank,Kangemi",0.0,0.0,0.0,3.0,Low/Moderate
FpYNpPZwGHO,Eagle Health Clinic,19542,,0.0,0.0,0.0,2.0,Low/Moderate
OkCML3CEtNi,Eastleigh Health Centre,12930,,0.0,0.0,0.0,11.0,High
BZMobPU9PBn,Ebenezer Dispensary,11994,,0.0,0.0,0.0,1.0,Low/Moderate
qS4uqSFF9dW,Ebenezer Medical Clinic (Malindi),11362,,0.0,1.0,0.0,9.0,High
myj906QbZw3,Eberege Health Centre,13536,Level 3,0.0,1.0,0.0,3.0,Low/Moderate
Ky6P5BmX0sQ,Ebuhala Health Centre,20515,,0.0,2.0,0.0,7.0,High
EG1SVurEMgh,Ebukoolo Dispensary,17113,,0.0,2.0,0.0,2.0,Low/Moderate
DkaJxv6rD7c,Eburi Dispensary,16975,,0.0,0.0,0.0,1.0,Low/Moderate
ffIfsLKrhKK,Eburru Dispensary,14425,,0.0,0.0,0.0,3.0,Low/Moderate
t8pVCEXnij3,Ebusiratsi Health Centre,15866,,1.0,1.0,0.0,8.0,High
QiAHGmf0031,Ebusyubi Dispensary,15867,,0.0,0.0,0.0,4.0,Low/Moderate
hVTJp5M0cGz,EDARP Donholm Clinic,13220,,0.0,2.0,0.0,31.0,Severe
u0gDQ38iF5S,EDARP Huruma Clinic,12973,,0.0,3.0,0.0,14.0,Very High
r13EdOxFc92,EDARP Komarock Health Centre,17719,,0.0,2.0,0.0,19.0,Severe
RVQtRwy75Wt,EDARP Soweto Health Centre,13191,Off Masimba Stage Towards Soweto Market,0.0,9.0,0.0,29.0,Severe
ab11bPaCfQe,Edna Maternity,12934,,0.0,0.0,0.0,1.0,Low/Moderate
Sbo33DobMUY,Egerton University,14426,,0.0,0.0,0.0,1.0,Low/Moderate
aX8cPPj4Djf,Egetonto Health Centre,13538,,0.0,0.0,0.0,2.0,Low/Moderate
PqsRn07KCKv,Ekalakala Health Centre,11995,,0.0,1.0,1.0,6.0,High
W1S8ml7ActI,Ekambuli Health Centre,20673,,0.0,0.0,0.0,1.0,Low/Moderate
hYlQ9bF0BNY,Ekerenyo Sub-District Hospital,13540,,0.0,1.0,0.0,20.0,Severe
o2cCZrctDcB,Ekerubo Dispensary,16422,,0.0,1.0,0.0,3.0,Low/Moderate
Y2yFkbKm7zR,Ekerubo Health Centre (Masaba South),13541,,0.0,0.0,0.0,2.0,Low/Moderate
yhwoQXYfogS,Ekitale Dispensary,15869,,0.0,2.0,0.0,4.0,Low/Moderate
KvcLdBE3Qar,Ekwanda Health Centre,15870,,5.0,4.0,0.0,10.0,High
BDzpSSvbltL,Elburgon Maternity and Nursing Home,14430,,0.0,0.0,0.0,3.0,Low/Moderate
agm4CQgIwuf,Elburgon Sub County Hospital,14431,,0.0,4.0,0.0,12.0,Very High
nvSVIH9Vnhg,Elgon View Medical Cottage,15871,,0.0,2.0,0.0,7.0,High
hWY1PyjFy2x,Elias Medical Clinic,20664,,0.0,0.0,0.0,1.0,Low/Moderate
TPAZOeKMtZG,Elox Medical Centre,26619,,0.0,0.0,0.0,1.0,Low/Moderate
iWFObHTUbzT,Eluche Dispensary,18361,,0.0,0.0,0.0,1.0,Low/Moderate
pZd75ZZ55tI,Elukhambi Dispensary,15872,,0.0,0.0,0.0,1.0,Low/Moderate
rD34qFui1sH,Elwakana Dispensary,22668,,0.0,3.0,0.0,3.0,Low/Moderate
PMtDVZGDXRv,Elwangale Health Centre,16714,,0.0,1.0,0.0,3.0,Low/Moderate
sKHkoTOfodh,Elwasambi Dispensary,15873,,0.0,0.0,0.0,2.0,Low/Moderate
fVYB9g9ByWU,Elwesero Model Health Centre,15874,,0.0,5.0,1.0,13.0,Very High
Lbsm3keaoKp,Emali Sub County Hospital,18260,,0.0,3.0,0.0,15.0,Very High
dElavXVwO7j,Emaroro Dispensary,14441,,0.0,0.0,0.0,1.0,Low/Moderate
nqYAmS9DORu,Emarti Health Centre,14442,,0.0,0.0,0.0,5.0,Low/Moderate
FGkaUMhNlgb,Ematiha Dispensary,16867,dispensary,0.0,1.0,0.0,6.0,High
RILlb5RVEkC,Ematsuli Dispensary,15875,,0.0,0.0,0.0,3.0,Low/Moderate
fqT44AXXEda,Embakasi Health Centre,12935,,1.0,7.0,0.0,24.0,Severe
ZOaUu43IquR,Embomos Dispensary,18073,,0.0,1.0,0.0,1.0,Low/Moderate
wvzZZaYO0Fm,Embonga Health Centre,13543,,0.0,0.0,0.0,1.0,Low/Moderate
f86fLjqgs9c,Embu Drop In Centre (DICE),21117,,0.0,0.0,0.0,3.0,Low/Moderate
ubYSAHlGbvb,Embu Level 5 Hospital,12004,,1.0,2.0,0.0,18.0,Very High
WrPccSa6unz,Embulbul Catholic Dispensary,14445,Dispensary,0.0,1.0,0.0,16.0,Very High
MKUwyQVh8df,Emeroka Dispensary,17272,,0.0,1.0,0.0,1.0,Low/Moderate
OvL7GM8rL9p,Emmanuel Community Health Clinic,17574,,0.0,0.0,0.0,1.0,Low/Moderate
H8IRuq63RFl,Emmanuel Mission Health Centre (Bungoma East),16707,,1.0,0.0,0.0,1.0,Low/Moderate
rGIiGfPUc5P,Emukaba Dispensary,20039,Kakamega malava route turn left after Bishopstam to emukaba market,0.0,2.0,0.0,4.0,Low/Moderate
AvTfwNGesNk,Emumwenyi Dispensary,14450,,0.0,0.0,0.0,1.0,Low/Moderate
uShUZhhFGa4,Emung'abo Dispensary,25506,,0.0,0.0,0.0,1.0,Low/Moderate
eMNKy1TqKrE,Emurua Dikir Dispensary,14451,,0.0,1.0,0.0,0.0,Low/Moderate
KI0xDaiHbXY,Emurua Dikirr   Sub county Hospital,14452,,0.0,1.0,0.0,3.0,Low/Moderate
DkcS7mBduV7,Emusanda Health Centre,16762,,0.0,1.0,0.0,4.0,Low/Moderate
bdcsVP2hS8A,Emusire Sub County Hospital,16979,,2.0,1.0,0.0,5.0,Low/Moderate
PnwtJbax3ac,Enabelbel Health Centre,14453,along Narok Nakuru road,0.0,2.0,0.0,10.0,High
hdwFJUINaeF,Endarasha Medical Clinic,19730,,0.0,0.0,0.0,2.0,Low/Moderate
I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,0.0,1.0,0.0,5.0,Low/Moderate
wDMlEPzlByw,Endau Dispensary,12008,,0.0,0.0,0.0,2.0,Low/Moderate
CwoN2my0ByS,Endebess Sub- County Hospital,14455,,1.0,1.0,0.0,17.0,Very High
nDjLPbxyZeo,Endei Dispensary,12009,,0.0,0.0,0.0,1.0,Low/Moderate
ZQT01wKQqiS,Endiba Health Centre,13544,,0.0,0.0,0.0,3.0,Low/Moderate
Q3p0yDL2X5B,Endoinyo Narasha Dispensary,17746,,0.0,0.0,0.0,1.0,Low/Moderate
UzyDMLPCc1K,Engashura Health Centre,14458,,0.0,1.0,0.0,5.0,Low/Moderate
fS76SN2mDYs,Engineer County Hospital,10171,,0.0,0.0,0.0,6.0,High
pVsn7nkMvBE,Engos Health Centre Africa Mission Services,17910,,0.0,2.0,0.0,9.0,High
m4InoppF0BB,Enkaroni Dispensary,29361,,0.0,0.0,0.0,4.0,Low/Moderate
bgHmebHsAK1,Enkoireroi Dispensary,25250,,0.0,0.0,0.0,1.0,Low/Moderate
d96sBCgxXJv,Enkorika Health Centre,14463,,0.0,1.0,0.0,6.0,High
s4k4wYOsVLa,Enoosaen Health Centre,14465,,0.0,2.0,1.0,21.0,Severe
iSy25qMJVuC,Enooseyia Dispensary,21130,,0.0,1.0,0.0,0.0,Low/Moderate
g2rsmbgrpOJ,Ensakia Dispensary,17730,,0.0,0.0,0.0,1.0,Low/Moderate
EXKcBdOos7W,Entanda Health Centre,13545,,1.0,0.0,0.0,2.0,Low/Moderate
coUfCZcj3eN,Entanke Dispensary,16424,,0.0,1.0,0.0,1.0,Low/Moderate
iOaejculBnN,Entarara Health Centre,14467,,0.0,0.0,0.0,2.0,Low/Moderate
ugnMZzMKZdT,Entargerti Dispensary,17320,,0.0,0.0,0.0,1.0,Low/Moderate
zB3p8XXnfaC,Entasekera Health Centre,14479,,0.0,0.0,0.0,3.0,Low/Moderate
lC6sEfdURfO,Entasopia Health Centre,14469,,0.0,0.0,1.0,3.0,Low/Moderate
g5JRuqxhV3g,Entiyani Dispensary,14470,,0.0,0.0,0.0,1.0,Low/Moderate
vd6duJcAST9,Enturoto Community Medical Clinic,26650,,0.0,0.0,0.0,2.0,Low/Moderate
TebstKvirIl,Enzaro Health Centre,15879,OFF BOYANI- KIGADAHI JUNCTION,0.0,0.0,0.0,3.0,Low/Moderate
xYuGcMwDgLT,Eor-Ekule Health centre,29585,,0.0,2.0,0.0,5.0,Low/Moderate
d2SfPpNKuYL,EPANG'A HEALTH CENTRE,29133,,0.0,1.0,0.0,0.0,Low/Moderate
AoLY14VRdeI,Equity Afia Kasarani Medical Centre,28361,,0.0,0.0,0.0,1.0,Low/Moderate
XeaXctQcNwN,Equity Afia Medical Centre,25773,,0.0,0.0,0.0,1.0,Low/Moderate
